,sentimen,tweet,tweet_length,clean_tweet,polarity_score,polarity,clean_tweet_sentence
270,netral,"Gas normal"" aja 3kg @18rb Bbm aman"" saja,malah setara harga seluruh indonesia ga seperti dulu.itu artinya keadilan sosial bagi seluruh rakyat indonesia Sembako normal"" aja,mas saya ini jualan makanan jadi setiap hari belanja ke pasar, Belanja ga,bilang mahalðŸ˜‚ Ojo dumehðŸ™",40,"['adil', 'sosial', 'rakyat', 'indonesia', 'sembilan bahan pokok', 'normal', 'ajamas', 'jual', 'makan', 'belanja', 'pasar', 'belanja', 'gabilang', 'mahal', 'sedih', 'ojo', 'dumeh', 'doa']",-11,negatif,adil sosial rakyat indonesia sembilan bahan pokok normal ajamas jual makan belanja pasar belanja gabilang mahal sedih ojo dumeh doa
271,netral,"Prabowo Sebut Ekonomi Indonesia Salah Arah Karena Presiden Sebelum Jokowi, Kader Demokrat : Kita Keluar Koalisi  http://dlvr.it/R2nxQwÂ  pic.twitter.com/41j78tX8GG",19,"['prabowo', 'ekonomi', 'indonesia', 'salah', 'arah', 'presiden', 'jokowi', 'kader', 'demokrat', 'koalisi']",-12,negatif,prabowo ekonomi indonesia salah arah presiden jokowi kader demokrat koalisi
272,positif,"Do u want to test ur Vice President, sir? ðŸ˜  Saat ini hanya @prabowo @sandiuno solusi utk Indonesia. Mau harga bhn pokok terjangkau, lapangan kerja tersedia, kesejahteraan dan status guru lbh baik, tenaga medis & pasien di perbaiki, maka #TusukPrabowoSandi ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜ðŸ˜ðŸ˜ðŸ˜",42,"['want', 'test', 'ur', 'vice', 'president', 'sir', 'keju', 'sat', 'prabowo', 'sandiuno', 'solusi', 'indonesia', 'harga', 'bahan', 'pokok', 'jangkau', 'lapang', 'kerja', 'sedia', 'kesejahteran', 'status', 'guru', 'lebih', 'tenaga', 'medis', 'pasien', 'baik', '', 'mata', 'cinta', 'mata', 'cinta', 'mata', 'cinta', 'mata', 'cinta']",18,positif,want test ur vice president sir keju sat prabowo sandiuno solusi indonesia harga bahan pokok jangkau lapang kerja sedia kesejahteran status guru lebih tenaga medis pasien baik  mata cinta mata cinta mata cinta mata cinta
273,netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerjasama Ekonomi  http://rri.co.id/post/berita/661551/nasional/presiden_jokowi_dan_raja_salman_sepakat_tingkatkan_kerjasama_ekonomi.htmlÂ â€¦ lewat @berita_rri,13,"['presiden', 'jokowi', 'raja', 'salman', 'sepakat', 'tingkat', 'kerjasama', 'ekonomi', '', 'beritari']",19,positif,presiden jokowi raja salman sepakat tingkat kerjasama ekonomi  beritari
274,positif,"Alhamdulillah, dalam membangun ekonomi dan pemerataan yang adil pasti akan mengalami batu aral dan pasti akan ada pihak yang merasa jadi korban.... tapi apa yang bapak kerjakan dan lakukan saat ini saya percaya dan yakin suatu saat anak dan cucu saya yang merasakannya",43,"['alhamdulilah', 'bangun', 'ekonomi', 'merat', 'adil', 'alami', 'batu', 'aral', 'korban', 'kerja', 'laku', 'sat', 'percaya', 'sat', 'anak', 'cucu', 'merasakanya']",-10,negatif,alhamdulilah bangun ekonomi merat adil alami batu aral korban kerja laku sat percaya sat anak cucu merasakanya
275,positif,Udah jelas unggul @prabowo dong. MENANG TELAK.....!!! EKONOMI MEMANG JAGONYA PAK @sandiuno.,12,"['ungul', 'prabowo', 'menang', 'telak', 'ekonomi', 'jago', 'sandiuno']",-6,negatif,ungul prabowo menang telak ekonomi jago sandiuno
276,netral,Jika Terpilih Prabowo-Sandi akan Sumbangkan Gajinya untuk Anak Yatim dan Dhuafa  http://bit.ly/2GpAeRdÂ ,13,"['pilih', 'prabowosandi', 'sumbang', 'gaji', 'anak', 'yatim', 'dhuafa']",-18,negatif,pilih prabowosandi sumbang gaji anak yatim dhuafa
277,positif,"Ekonomi salah satu kebangkitan bangsa,teruskan perjuagan pak prabowo_sandi,kami dari padang lawas,sumattra utara (rajuddin harahap)selalu bersama 02.pak prabowo-sandi do'a dan dukugan sama2 kita do'akan,menjadi pak presiden dan wakil presiden thn 2019,amin.",30,"['ekonomi', 'salah', 'bangkit', 'bangsateruskan', 'perjuagan', 'prabowosandikami', 'padang', 'lawasumatra', 'utara', 'rajudin', 'harahapselalu', 'prabowosandi', 'doa', 'dukugan', 'doakanmenjadi', 'presiden', 'wakil', 'presiden', 'amin']",-15,negatif,ekonomi salah bangkit bangsateruskan perjuagan prabowosandikami padang lawasumatra utara rajudin harahapselalu prabowosandi doa dukugan doakanmenjadi presiden wakil presiden amin
278,netral,"Presiden @jokowi dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja (Al-Qasr Al-Khas), Minggu (14/4) sore.  Dalam pertemuan tersebut Presiden @jokowi dan Raja Salman sepakat akan meningkatkan kerja sama di bidang ekonomi. (Foto dan berita biro pers setpres)  pic.twitter.com/YyJUoMQQBC",42,"['presiden', 'jokowi', 'raja', 'salman', 'kelar', 'temu', 'bilateral', 'istana', 'pribadi', 'raja', 'alqasr', 'alkhas', 'mingu', 'sore', 'temu', 'presiden', 'jokowi', 'raja', 'salman', 'sepakat', 'tingkat', 'kerja', 'bidang', 'ekonomi', 'foto', 'berita', 'biro', 'pers', 'setpres']",34,positif,presiden jokowi raja salman kelar temu bilateral istana pribadi raja alqasr alkhas mingu sore temu presiden jokowi raja salman sepakat tingkat kerja bidang ekonomi foto berita biro pers setpres
279,netral,"Kalo dekat"" hari H biasanya harga tiketnya turun",8,"['h', 'harga', 'tiket', 'turun']",1,positif,h harga tiket turun
280,netral,Jokowi-Salman Sepakati Peningkatan Kerjasama Ekonomi  https://ivoox.id/jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi/Â â€¦,7,"['jokowisalman', 'sepakat', 'tingkat', 'kerjasama', 'ekonomi', '']",16,positif,jokowisalman sepakat tingkat kerjasama ekonomi 
281,netral,"Menang Pilpres 2019, Prabowo-Sandi Komitmen Tidak Ambil Gaji Walapun Serupiah  https://mujahiddakwah.com/2019/04/menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah/Â â€¦ lewat @ https://twitter.com/mujahiddakwah",15,"['ambil', 'gaji', 'walapun', 'rupiah', '']",-10,negatif,ambil gaji walapun rupiah 
282,positif,Wajib...pak jokowi 2 periode harga mati....,6,"['wajib', 'jokowi', 'periode', 'harga', 'mati']",-2,negatif,wajib jokowi periode harga mati
283,negatif,Bikin puisi tentang ekonomi 5 persen kayak nya,8,"['bikin', 'puisi', 'ekonomi', 'persen', 'mirip', 'nya']",-5,negatif,bikin puisi ekonomi persen mirip nya
284,negatif,Ada bukti harga barang di sana turun KARENA TOL ???,10,"['bukti', 'harga', 'barang', 'turun', 'tol']",-5,negatif,bukti harga barang turun tol
285,netral,Jokowi dan Salman sepakati peningkatan kerja sama ekonomi - ANTARA News Jawa Barat  https://jabar.antaranews.com/berita/92587/jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi#.XLNN83UWAlo.twitterÂ â€¦,15,"['jokowi', 'salman', 'sepakat', 'tingkat', 'kerja', 'ekonomi', 'news', 'jawa', 'barat', '']",14,positif,jokowi salman sepakat tingkat kerja ekonomi news jawa barat 
286,positif,"Siapapun nnti presidennya, tolong program pertamanya harga tiket pesawat buat bulan puasa & lebaran diturunin kyk tahun2 kmren. Kasian kami anak rantau yg rindu rumah, mau puasa & lebaran dirumah. Kangen masakan emak :â€)  Cc: @jokowi @sandiuno @prabowo  pic.twitter.com/egmPlcxmgt",41,"['nanti', 'presidenya', 'tolong', 'program', 'pertama', 'harga', 'tiket', 'pesawat', 'puasa', 'lebaran', 'diturunin', 'kemarin', 'kasihan', 'anak', 'rantau', 'rindu', 'rumah', 'puasa', 'lebaran', 'rumah', 'kangen', 'masakan', 'emak', '', 'c', 'jokowi', 'sandiuno', 'prabowo']",-10,negatif,nanti presidenya tolong program pertama harga tiket pesawat puasa lebaran diturunin kemarin kasihan anak rantau rindu rumah puasa lebaran rumah kangen masakan emak  c jokowi sandiuno prabowo
287,netral,Inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang @DitjenPajakRI @prabowo dan @sandiuno jga di ninu ninu donk https://twitter.com/ardibrilian/status/1116925191831969792Â â€¦,19,"['tingkat', 'tax', 'ratio', 'ekonomi', 'guncang', 'ditjenpajakri', 'prabowo', 'sandiuno', 'ninu', 'ninu', '']",-4,negatif,tingkat tax ratio ekonomi guncang ditjenpajakri prabowo sandiuno ninu ninu 
288,netral,Jika Terpilih Prabowo-Sandi akan Sumbangkan Gajinya untuk Anak Yatim dan Dhuafa  https://suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/Â â€¦ lewat @SuaraIslamOn,15,"['pilih', 'prabowosandi', 'sumbang', 'gaji', 'anak', 'yatim', 'dhuafa', '', 'suaraislamon']",-18,negatif,pilih prabowosandi sumbang gaji anak yatim dhuafa  suaraislamon
289,netral,"Jika Terpilih, Prabowo Janji Turunkan Harga Listrik di 100 Hari Pertama : Okezone News  https://news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaÂ â€¦",16,"['pilih', 'prabowo', 'janji', 'turun', 'harga', 'listrik', 'okezone', 'news', '']",-3,negatif,pilih prabowo janji turun harga listrik okezone news 
290,positif,"Debat Pamungkas : Jokowi : Visi dan Misinya jauh kedepan. Namun, terlalu jawani untuk debat.  M. Amin : Surprise elemen !  Prabowo : Mengusung program Pelita-nya Orba.  Sandi Uno : Excellent closing. Namun, kena smash Jokowi di ekonomi makro.   Nice debat !  pic.twitter.com/2Fee0WANLb",49,"['debat', 'pamungkas', 'jokowi', 'visi', 'misi', 'depan', 'jawani', 'debat', 'amin', 'surprise', 'elemen', 'prabowo', 'usung', 'program', 'pelita', 'orba', 'sandi', 'uno', 'excelent', 'closing', 'kena', 'smash', 'jokowi', 'ekonomi', 'makro', 'nice', 'debat']",21,positif,debat pamungkas jokowi visi misi depan jawani debat amin surprise elemen prabowo usung program pelita orba sandi uno excelent closing kena smash jokowi ekonomi makro nice debat
291,negatif,Lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa???,15,"['gaji', 'karyawan', 'bayar', 'prabowo', 'bayar', 'pakai']",-4,negatif,gaji karyawan bayar prabowo bayar pakai
292,netral,"Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  http://dlvr.it/R2ntMmÂ  pic.twitter.com/oWi8lsofF9",11,"['analis', 'politik', 'ekonomi', 'jokowi', 'kritik', 'kebijakanya']",-12,negatif,analis politik ekonomi jokowi kritik kebijakanya
293,netral,"Hanya di era Pak Jokowi, harga BBM di Papua sama dengan harga di Jawa. #01IndonesiaMaju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",18,"['era', 'jokowi', 'harga', 'bm', 'papua', 'harga', 'jawa']",12,positif,era jokowi harga bm papua harga jawa
294,netral,"Kalimat penutup debat terakhir @prabowo @sandiuno ""Tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum du'afa serta anak yatim,""  #beranidukung02 #17AprilPilihPrabowoSandi",24,"['ambil', 'gaji', 'rupiah', 'dinfaqkan', 'kaum', 'duafa', 'anak', 'yatim']",-16,negatif,ambil gaji rupiah dinfaqkan kaum duafa anak yatim
295,negatif,Trus yang bayar pajak siapa???!!! Udah dipikirin ngga sama jokowi??,10,"['bayar', 'pajak', 'pikir', 'tidak', 'jokowi']",-19,negatif,bayar pajak pikir tidak jokowi
296,positif,"DENGAN 40JT LEBIH PENGGUNAAN GAME ONLINE. ARTINYA ADA PASAR, ADA KONSUMEN, ADA TRANSAKSI, ADA PULUHAN DEVELOPER GAME YANG BERDIRI, RUBUAN LAPANGAN KERJAADA  PAJAK YANG MASUK. PAJAK YA BUAT APA? BUAT SUBSIDI PERTALITE MOTOR MIO LU! BUAT KJP LU! BUAT KIP LU! NGERTI LU??",44,"['juta', 'pengunan', 'game', 'online', 'pasar', 'konsumen', 'transaksi', 'puluh', 'developer', 'game', 'diri', 'rubu', 'lapang', 'kerjada', 'pajak', 'masuk', 'pajak', 'iya', 'subsidi', 'pertalite', 'motor', 'mio', 'kjp', 'kip', 'erti']",4,positif,juta pengunan game online pasar konsumen transaksi puluh developer game diri rubu lapang kerjada pajak masuk pajak iya subsidi pertalite motor mio kjp kip erti
297,positif,Masukan..harga tolnya disubsidi dulu Pak...yang penting ramai dan banyak yang bisa menikmati,12,"['masuk', 'harga', 'tol', 'subsidi', 'ramai', 'nikmat']",-1,negatif,masuk harga tol subsidi ramai nikmat
298,negatif,"Jl tol hanya utk kalangan menengah keatas, menegah kebwh jgnkan lwt tol motor aja gk punya. Dan warung2 di pinggir jln yg bkn tol pd tutup krn sbagian pembelinya lewat tol dan mkn, belanja di rest area. Gmn mau mempercepat pertumbuhan ekonomi.",42,"['jalan', 'tol', 'kalang', 'tengah', 'atas', 'tegah', 'kebwh', 'tol', 'motor', 'tidak', 'warung', 'pingir', 'jalan', 'tol', 'tutup', 'sbagian', 'bel', 'tol', 'makan', 'belanja', 'rest', 'area', 'bagaimana', 'cepat', 'tumbuh', 'ekonomi']",-21,negatif,jalan tol kalang tengah atas tegah kebwh tol motor tidak warung pingir jalan tol tutup sbagian bel tol makan belanja rest area bagaimana cepat tumbuh ekonomi
299,positif,"Pasangan nomor 01 ini akan terus memperjuangkan nilai Islam sebagai spirit transformasi dan perdamaian di semua bidang terutama pendidikan, dakwah, ekonomi dan kesehatan. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",26,"['pasang', 'nomor', 'juang', 'nilai', 'islam', 'spirit', 'transformasi', 'damai', 'bidang', 'didik', 'dakwah', 'ekonomi', 'sehat']",22,positif,pasang nomor juang nilai islam spirit transformasi damai bidang didik dakwah ekonomi sehat
300,netral,"Buat yang ciwi-ciwi, mau harga skincare turun? Tusuk Prabowo Sandi!",10,"['ciwiciwi', 'harga', 'skincare', 'turun', 'tusuk', 'prabowo', 'sandi']",-7,negatif,ciwiciwi harga skincare turun tusuk prabowo sandi
301,positif,MASIH RAGUKAH ANDA DENGAN PAS 02   Prabowo-Sandi Kembali Tegaskan Tidak Akan Ambil Gaji Bila Terpilih  RMOL. Pasangan calon presiden dan calon wakil presiden...  https://politik.rmol.co/read/2019/04/13/385982/prabowo-sandi-kembali-tegaskan-tidak-akan-ambil-gaji-bila-terpilihÂ â€¦,28,"['ragu', 'pas', 'prabowosandi', 'tegas', 'ambil', 'gaji', 'pilih', 'rmol', 'pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', '']",0,netral,ragu pas prabowosandi tegas ambil gaji pilih rmol pasang calon presiden calon wakil presiden 
302,netral,Pak Prabowo siap melanjutkan kerja sama ekonomi dengan Arab Saudi.,10,"['prabowo', 'lanjut', 'kerja', 'ekonomi', 'arab', 'saudi']",-4,negatif,prabowo lanjut kerja ekonomi arab saudi
303,positif,"Ah dasar EGO aja, gak menghargai wakilnya. Lihat dong Prabowo dan sandi saling melengkapi",14,"['ah', 'dasar', 'ego', 'harga', 'wakil', 'lihat', 'prabowo', 'sandi', 'lengkap']",2,positif,ah dasar ego harga wakil lihat prabowo sandi lengkap
304,positif,Pembangunan infrastruktur dibangun secara masiv untuk meningkatkan perekonomian bangsa Terima kasih pakde jokowi,13,"['bangun', 'infrastruktur', 'bangun', 'masiv', 'tingkat', 'ekonomi', 'bangsa', 'terima', 'kasih', 'pakde', 'jokowi']",6,positif,bangun infrastruktur bangun masiv tingkat ekonomi bangsa terima kasih pakde jokowi
305,netral,Bandara KERTAJATI selesai ditangan JOKOWI sehingga menggerakan ekonomi rakyat. #01IndonesiaMaju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,13,"['bandara', 'kertajati', 'selesai', 'tang', 'jokowi', 'sehinga', 'era', 'ekonomi', 'rakyat']",-6,negatif,bandara kertajati selesai tang jokowi sehinga era ekonomi rakyat
306,positif,"Negara China sebentar lagi jadi negara adikuasa ekonomi, supaya kita tidak hanya jadi obyek kemajuan ekonomi mereka, kita perlu contoh kiat-kiat dan strategi yang mereka tempuh.   #UASdifitnahKejiDanBrutal",29,"['negara', 'china', 'sebentar', 'negara', 'adikuasa', 'ekonomi', 'obyek', 'maju', 'ekonomi', 'contoh', 'kiatkiat', 'strategi', 'tempuh']",-4,negatif,negara china sebentar negara adikuasa ekonomi obyek maju ekonomi contoh kiatkiat strategi tempuh
307,positif,"Terima kasih pak, kekurangan selama bpk menjabat Insya Allah akan disempurnakan pak @prabowo dan bang @sandiuno di 2019-2024. Krn kedepan negara harus fokus perbaiki ekonomi rakyat dan cicil bayar hutang #UASdifitnahKejiDanBrutal",31,"['terima', 'kasih', 'kurang', 'jabat', 'insya', 'alah', 'sempurna', 'prabowo', 'bang', 'sandiuno', 'depan', 'negara', 'fokus', 'baik', 'ekonomi', 'rakyat', 'cicil', 'bayar', 'hutang']",-31,negatif,terima kasih kurang jabat insya alah sempurna prabowo bang sandiuno depan negara fokus baik ekonomi rakyat cicil bayar hutang
308,negatif,"mobile legend adalah permainan game online pak, pak jokowi ingin merangkul para2 gamers moba online, apakah itu penting dibahas pak, wong kita kekurangan duit aja masih bisa main moba, yang penting itu sembako murah harga pangan murah, bner yg disampaikan bg sandi debat td malam",45,"['mobile', 'legend', 'main', 'game', 'online', 'jokowi', 'rangkul', 'gamers', 'moba', 'online', 'bahas', 'kurang', 'duit', 'main', 'moba', 'sembilan bahan pokok', 'murah', 'harga', 'pangan', 'murah', 'benar', 'abang', 'sandi', 'debat', 'malam']",-3,negatif,mobile legend main game online jokowi rangkul gamers moba online bahas kurang duit main moba sembilan bahan pokok murah harga pangan murah benar abang sandi debat malam
309,negatif,"EH BEGO! LU TAU GA SEKARANG BANYAK PERUSAHAAN FINTECH BISA BELI COIN, DIAMOND DLL.. LU TAU GA KALAU SEKARANG IKLAN LEBIH MILIH MASANG DI APLIKASI MILENIAL BUAT JARING KONSUMEN? LU TAU GA PENDAPATAN NEGARA DARI PAJAK INTERNET LU? LU SEKARANG PERUSAHAAN IT BERLOMBA BIKIN GAMES?",45,"['eh', 'bodoh', 'tidak', 'usah', 'fintech', 'beli', 'coin', 'diamond', 'dan lain', 'tidak', 'iklan', 'pilih', 'masang', 'aplikasi', 'milenial', 'jaring', 'konsumen', 'tidak', 'dapat', 'negara', 'pajak', 'internet', 'usah', 'lomba', 'bikin', 'games']",-52,negatif,eh bodoh tidak usah fintech beli coin diamond dan lain tidak iklan pilih masang aplikasi milenial jaring konsumen tidak dapat negara pajak internet usah lomba bikin games
310,negatif,"Dengan memprioritaskan perekonomian agraris bukan berarti pemerintah menghambat yg lain bung, tapi ini masalah skala prioritas. Duh gw jadi bolak balik ngomong ini, susah bener pahamnga anda ya",28,"['prioritas', 'ekonomi', 'agraris', 'perintah', 'hambat', 'skala', 'prioritas', 'aduh', 'bolak', 'bicara', 'susah', 'pahamnga', 'iya']",-19,negatif,prioritas ekonomi agraris perintah hambat skala prioritas aduh bolak bicara susah pahamnga iya
311,positif,"Dengan mencoblos pak prabowo dan bang sandi anda telah membantu beramal,karena selama 5tahun beliau akan memberikan gajinnya kepada kaum dhuafa,anak yatim dll yg membutuhkan #2019PrabowoSandiMenang",25,"['coblos', 'prabowo', 'bang', 'sandi', 'bantu', 'beramalkarena', 'beliau', 'gaji', 'kaum', 'dhuafanak', 'yatim', 'dan lain', 'butuh']",-15,negatif,coblos prabowo bang sandi bantu beramalkarena beliau gaji kaum dhuafanak yatim dan lain butuh
312,netral,"Presiden Joko Widodo (Jokowi) mengatakan, terkendalinya harga-harga komoditas pangan inti bisa dilihat dari tingkat inflasi. #2019JokowiKyaiMaruf #JokowiUntukIndonesiaMakmur #JalanSehatSarungan #PersijaDay  https://twitter.com/tag_nusantara/status/1058886381265608704/photo/1 pic.twitter.com/7oeqsQ40qbÂ ",22,"['presiden', 'joko', 'widodo', 'jokowi', 'kendal', 'hargaharga', 'komoditas', 'pangan', 'inti', 'tingkat', 'inflasi']",5,positif,presiden joko widodo jokowi kendal hargaharga komoditas pangan inti tingkat inflasi
313,positif,Di era pak jokowi kemjuan teknologi mampu dimanfaatkan terutama untuk pengembangan ekonomi kreatif  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,17,"['era', 'jokowi', 'kemjuan', 'teknologi', 'dimanfatkan', 'kembang', 'ekonomi', 'kreatif']",14,positif,era jokowi kemjuan teknologi dimanfatkan kembang ekonomi kreatif
314,netral,"Presiden @jokowi dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja, Minggu sore, 14 April 2019. Dalam pertemuan yang berlangsung selepas jamuan santap siang itu, Presiden Jokowi dan Raja Salman sepakat akan meningkatkan kerja sama di bidang ekonomi.  pic.twitter.com/rqEjH07fBZ",41,"['presiden', 'jokowi', 'raja', 'salman', 'kelar', 'temu', 'bilateral', 'istana', 'pribadi', 'raja', 'mingu', 'sore', 'april', 'temu', 'lepas', 'jamu', 'santap', 'siang', 'presiden', 'jokowi', 'raja', 'salman', 'sepakat', 'tingkat', 'kerja', 'bidang', 'ekonomi']",30,positif,presiden jokowi raja salman kelar temu bilateral istana pribadi raja mingu sore april temu lepas jamu santap siang presiden jokowi raja salman sepakat tingkat kerja bidang ekonomi
315,positif,"Siapapun pilihan pak kiai saya ttp menghargai....walau kita berbeda pak kiaiðŸ™ðŸ™,bimillaahirraohmaanirrohim dengan mengikuti kata hati nurani saya ttp JokowiðŸ˜ŠðŸ˜ŠðŸ˜Š,yah Hati saya lebih besar ke JokowiðŸ˜Š",25,"['pilih', 'kiai', 'harga', 'beda', 'kiai', 'doa', 'doa', 'bimilahiraohmanirohim', 'ikut', 'hati', 'nurani', 'jokowi', 'senyum', 'senyum', 'senyum', 'ya', 'hati', 'jokowi', 'senyum']",-12,negatif,pilih kiai harga beda kiai doa doa bimilahiraohmanirohim ikut hati nurani jokowi senyum senyum senyum ya hati jokowi senyum
