,sentimen,tweet
623,netral,Ini yang tak akan bisa dilakukan oleh Jokowi - Maruf. Mereka belum selesai dengan urusan materi.  Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih   https://m.kumparan.com/amp/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8Xjqe?__twitter_impression=trueÂ â€¦
624,positif,"Tau heran deh, pdhl pemerintahan sblmnya bbm sering tibaâ€ naik, hrga pangan tbtb naik:( skrg paling stabil kok malah kisruh:( emng susah mb kl udh cinta mati sm yg didukung wlpn pak wowo ngelakuin kesalahan kg tetep dibela matiâ€an pdhl jokowi harga mati wkwk:â€™) @Nabila44459818"
625,netral,"Tak Dukung Jokowi Lagi, Dahlan Iskan Kini Ada di Kubu Prabowo  Dulu dukung Jokowi krn miliki harapan pertumbuhan ekonomi tp tdk terlaksana.  https://pilpres.tempo.co/read/1195105/tak-dukung-jokowi-lagi-dahlan-iskan-kini-ada-di-kubu-prabowoÂ â€¦ #minggu #bogor #banten #belitung #jakarta #TANGERANG #bandung #bekasi #cirebon #JabarJuara #jateng #semarang #jatim"
626,positif,"Komitmen PRABOWO-SANDI akan memberikan gajinya kepada kaum Dhuafa.  Alhamdulillah Subhanallah Ini sejarah Presiden & Wapres Indonesia.  Cc, @GunRomli @Dennysiregar7 @permadiaktivis_ pic.twitter.com/KXBwZmYxt6"
627,netral,Prabowo-Sandi mengatakan tak bakal mengambil gaji jika terpilih dalam Pilpres 2019.  #kabar #politik #pilpres #pilpres2019 http://zpr.io/gbGsdÂ 
628,positif,"Semalem pakde @jokowi nyinggung soal ""mobile legend"". Gw akuin, anak muda sekarang makin banyak yg doyan ngegame. Termasuk adek gw yg cowok. Dia ga mau kuliah, kesehariannya ngegame terus dan itu jadi profesinya. Penghasilannya? Gede. Ngalahin gaji gw."
629,negatif,"Anda mgkin tipe orang yang dokrin nya bahwa unk menghasilkan uang harus menjadi pekerja/makan gaji,,dan itu di akui sebagai pola pikir kita mayoritasnya,itu sebabnya kita banyak yg jdi babu pekerja asing.."
630,positif,"Dampak ekonomi tdk langsung Asian Games 2018, meliputi tahap konstruksi, operasional penyelenggaraan, & kedatangan pengunjung, berkontribusi pd pertumbuhan PDB & nilai tambah ekonomi, peningkatan output sektor, penyerapan tenaga kerja, & peningkatan pendapatan riil. Jokowi hebat!"
631,negatif,"Kepres dr pak Jokowi tgl 17 April hari libur nasional, tolong lindungi hak kami untuk mencoblos pak,di tempat kerja saya kok masih di suruh masuk krj pada 17 April,kalau tdk masuk krj d potong gaji kami,tindak tegas pak bagi pengusaha yg tak taat kepres nya pak Jokowi"
632,positif,Prabowo sandi karna gaji mereka selama 5 thn akan di sumbangkan ke kaum duafa dan fakir miskin  https://twitter.com/Metro_TV/status/1117118019224756224Â â€¦
633,netral,Kader-kader partai Demokrat Walkout setelah Prabowo menyalahkan presiden-presiden sebelum Jokowi sebagai yang bertanggung jawab pada kesalahan kebijakan ekonomi.  https://nasional.tempo.co/read/1195503/kata-demokrat-prabowo-salahkan-presiden-presiden-sebelum-jokowi?utm_source=Digital%20Marketing&utm_medium=Facebook&utm_campaign=dlvritÂ â€¦
634,negatif,"Gak ambil gaji, tapi perusahaanya siap menguadai proyek2 besar ðŸ˜‚ðŸ˜‚ðŸ˜‚ kepada,sobat2 sekalian, jangan golput ya, ke tps pilih jokowi. Selamatkan bangsa kita....ðŸ˜‚ðŸ˜‚ðŸ˜‚  https://news.detik.com/berita/d-4509660/janji-tak-ambil-gaji-jika-menang-pilpres-prabowo-bukti-kita-tulus?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Facebook#Echobox=1555173787Â â€¦"
635,positif,"Pak sandi memikirkan ekonomi satu dan dua orang saja, yg mengeluh kalau ia berkunjung, tapi bapak jokowi memikirkan ekonomi nusantara,"
636,positif,"Pak Jokowi mampu memberikan banyak kemajuan untuk Indonesia seperti inflasi yang terus terjaga, perbankan yang cukup sehat hingga perekonomian yang mampu bersaing di dunia."
637,netral,"Jokowi: 4,5 tahun pemerintah kerja keras lakukan 3 hal dukung ekonomi digital #bukansalahbapak #JokowiMenangTotalDebat #TerimaKasihIstriku #PrabowoSalahkanSBY pic.twitter.com/d0k1EwXZiV"
638,negatif,"Pak Jokowi yg terhormat,17 April kan libur nasional, kepres nya kan begitu,tp d tempat kerja saya masih masuk kerja,kalau gak masuk kerja pada 17 April akan di potong gaji kita,tolonglah tindak tegas bagi pengusaha pengusaha yg tdk taat kepres,dan tolong lindungi hak kita pak."
639,negatif,"Maaf, sekadar mengingatkan. Baoak sendiri yang menargetkan tumbah-tumbuh. Pertumbuhan Ekonomi 7% Seperti Janji Jokowi Akan Terwujud di 2017  https://finance.detik.com/berita-ekonomi-bisnis/d-2781264/pertumbuhan-ekonomi-7-seperti-janji-jokowi-akan-terwujud-di-2017Â â€¦"
640,negatif,Digaji oleh rakyat bukan nya kerja yang bener malah jadi timses ðŸ˜‚
641,netral,"Tak Cuma Syok Ekonomi, Tax Ratio Kilat ala Prabowo Keliru  http://cnn.id/386187?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦"
642,netral,VIDEO: Janji Prabowo-Sandi Tak Ambil Gaji Bila Menang  https://m.cnnindonesia.com/nasional/20190413224550-36-386123/video-janji-prabowo-sandi-tak-ambil-gaji-bila-menang?utm_source=facebook&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦
643,negatif,"3 dermawan yg ente tujukin tiganya wong cina, Aseng jg yg dibanggakan bukan anti Aseng #02, mereka pengusaha sukses tdk punya kredit macet, beda dgn apa yg di katakan Prabowo Sandi apa bila jd Presiden gajinya yg diderma."
644,negatif,"Gaji nggak diambil, tapi tunjangan di ambil.  Walah walah. .."
645,netral,TKN Soal WO Demokrat: Prabowo Bagian Inti Orba yang Merusak - CNN Indonesia: TKN menanggapi pernyataan Prabowo yang menyalahkan para presiden sebelum Jokowi soalÂ perekonomian Indonesia. Pernyataan itu berujung walk out petinggi Demokrat.  http://dlvr.it/R2nLj7Â  pic.twitter.com/MrmnQeymEO
646,netral,"Loh.. Coba ulang lagi debatnya Pak Jokowi kan ingin tau gmn pandangan pak Prabowo terhadap pengembangan ekonomi digital, dlm hal ini ya Esport  Emang ada dibilang mana prioritas mana yg engga??"
647,netral,"Janji Tak Ambil Gaji jika Terpilih, Prabowo-Sandi Ikuti Jejak Para Presiden Terkenal Ini  http://www.repelita.com/janji-tak-ambil-gaji-jika-terpilih-prabowo-sandi-ikuti-jejak-para-presiden-terkenal-ini/Â â€¦ via @repelitaonline"
648,negatif,"Boss.. ga usah ngomong soal yg ente ga kuasain.. sori bahasa ente bloon..  Mau soal BUMN, data, pengangguran, ekonomi apalagi politik. Pasal karet aja lo ga ngerti siapa yg buat bisa diterapin apa gak.. kalo ada UU dan delik aduan ada, UU bisa jalan ehh lo bilang otoriter DONGOK!"
649,positif,gw rakit sendiri kompi gw. gw programmer gaji 2 digit. gw main game sama seperti lainnya.   gw gaptek dimnanya?  gw dan keluarga sibuk bilangin ponakan gw yg selalu main game untuk stop & punya presiden malah ngasih alasan buat main game? presiden apaan itu?
650,netral,"Masa Tenang Pemilu, Debat Terbuka Jokowi atau Prabowo Dilarang Disiarkan Kembali - Warta Ekonomi  https://www.wartaekonomi.co.id/read223686/masa-tenang-pemilu-debat-terbuka-jokowi-atau-prabowo-dilarang-disiarkan-kembali.htmlÂ â€¦"
651,positif,Ketika  debat penutupan terakhir  @sandiuno @prabowo Komitemen untuk tidak ambil gaji serupiah pun jika kami dapat amanah ini.   #JatimMantapPilihPrabowo #JatimMantapPilihPrabowo  https://m.detik.com/news/berita/4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gajiÂ â€¦ https://m.detik.com/news/berita/4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gajiÂ â€¦
652,positif,"Dg Bangga, Membangkitkan Kembali Usaha Ekonomi Kerakyatan, #GerakanBisaKerja #GerakanHargaMurah  Dialog WiraUsaha Bersama : Bang @IndraUno & Mak @swullll (Ketum Penggerak PEPES OKOCE) Di Kampung Islam Kepaon Titik ke 5  @PEPESOfficial @prabowo @sandiuno @nurasiauno #PEPESbali pic.twitter.com/yKszFjNPps"
653,positif,Pilihlah pemimpin yang siap berkorban dan wakafkan diri dan hartanya untuk bangsa Indonesia... Bahkan gajinya di infakkan untuk kaum duafa dan miskin. Jangan cari yang jual beli jabatan . .  Jangan cari yang hobby serangan fajar...
654,positif,"Prabowo: Jangankan harta, jiwa raga saya akan saya berikan. Sandiaga: Gaji kami akan sedekahkan. Baru kali ini dalam sejarah NKRI â€” merasa luar biasa"
655,netral,"Jika Menang Pilpres 2019, Prabowo - Sandi Janji Tidak akan Ambil Gaji"
656,netral,1. Capres Jokowi Tegaskan Bahwa Pancasila Harga Mati #PancasilaHargaMati #LestarikanPancasila
657,positif,"Dengan mencoblos prabowo sandi, artinya anda dapat pahala selama 5 tahun. Karena gaji prabowo sandi akan disumbangkan ke yatim dan org miskin. Sekali tusuk pahala mengalir 5 tahun. #UASdifitnahKejiDanBrutal #TusukPrabowoSandi"
658,negatif,"Buka mata, siapa yg mau beli saham indosat yg rugi trilliuanan? hny jmn jokowi infrastruktur & bbm 1 harga di seluruh indonesia.  Terus apa yg lu banggain dari wowo? Cerai, di pecat, gaji karyawan sndri ga dbyr, menghina rakyat tp ujung2nya minta sumbanganðŸ˜€ðŸ˜€ðŸ˜€, raja hoax dll.ðŸ˜€  pic.twitter.com/jiQtATZxii"
659,positif,"Dg Bangga, Membangkitkan Kembali Usaha Ekonomi Kerakyatan, #GerakanBisaKerja #GerakanHargaMurah  Dialog WiraUsaha Bersama : Bang @IndraUno & Mak @swulllll (Ketum Penggerak PEPES OKOCE) Lokasi: Muding Denpasar Titik ke 4  @PEPESOfficial @b_fjakarta @prabowo @sandiuno #PEPESbali pic.twitter.com/kpLFwoCOcs"
660,negatif,Horang kaya mah bebas ya pak @prabowo dan pak @sandiuno gak butuh gaji tapi butuh bagi2 lahan dan jabatan nanti gantinya ðŸ˜‚
661,positif,"Pak jokowi sdh memerintah 4,5 thn dan harga stabil serta terjangkau...anda yakin dgn janji prabowo-sandi ??? apa taruhan mu kku janji mereka bisa jd kenyataan...???"
662,netral,Bagi Jokowi Pancasila Harga Mati #PancasilaHargaMati #LestarikanPancasila pic.twitter.com/7tdO0H7fU3
663,positif,Salah lagi jokowi. Lah balik lagi. Kalau gue simple. Kalau mau umr jakarta ya kerja di jakarta. Kalau mau lebih gede ya cari yg lebih gede. Emang ada gaji 7-8jt cuma beresin rumah? Kagak ada. Temen gue aja PNS entah golongan apa gitu gajinya cuma 2jt lebih kok
664,positif,byk senjata yg bisa dipakai buat men-skak mat 02 apalg urusan pajak tp p jokowi berusaha tetep didlm jalur. Gemes lihatnyaðŸ˜¤
665,positif,"Apapun hasilnya di 17 April 2019 nanti, mari kita hargai keputusan bersama. Mau JOKOWI kembali menjabat atau PRABOWO akan menjadi presiden RI yg baru, kita harus tetap jaga kedamaian NKRI ini,,"
666,positif,"Kayanya negri ini dengan berjuta budayanya, banyak negara yang iri akan beragamnya budaya yang ada di Indonesia, dan @jokowi adalah salah satu orang yang sangat menghargai akan budaya kita dan melestarikanya. hingga dijadikan destinasi wisata di setiap daeraah"
667,positif,dengan perbedaan ada di indonesia.. kita harus saling menghargai satu sama lain.. itu selalu di lakukan pak de jokowi
668,netral,Pancasila dan NKRI Itu sudah harga mati dan tidak bisa di ganggu gugat.. pic.twitter.com/kfer14U2KL
669,negatif,Tp bagian dari ekonomi digital. Tampak prabowo tdk mengerti  https://twitter.com/Gerindra/status/1117083874733879297Â â€¦
670,netral,"Pengamat: Tak Hanya Pertumbuhan, Jokowi Laksanakan Pemerataan dan Keadilan Ekonomi  http://dlvr.it/R2nJjYÂ  pic.twitter.com/QkP3avQxLX"
671,negatif,Ingin semakin sontoloyo aplud jainudin eps biar makin ngaciro. Hahaha jainudin ngaciro sang raja BOHONG!! Saya sih yaa NO pilih dia. Naik mobil bayar pajak pakai jalan bayar mahal kok bilang infrastruktur buat rakyat. Kerja kerja kerja ya buat ngerjain rakyat
672,positif,"Pak Kyai terpana & terpesona Bagaimana chemistry @prabowo dan @sandiuno begitu lekat. Padahal Babang Sandi lebih muda, Tetapi dihargai. Sementara KMA yg sudah sepuh ngak di-UWONGKE.  Nggak ada ta'dim dgn Ulama'.  Siangnya beliau tak boleh naik panggung #17AprilPilihPrabowoSandi"
673,positif,"Kamu terlalu baik pak uno dan pak prabowo, komitmen gaji kalian gak kalian ambil. Padahal itu hak kalian. Semoga kalian amanah. Jangan lupa salam 2 jari, salam jak maniaðŸ‘†ðŸ»ðŸ‘†ðŸ» hahaha  https://twitter.com/hirukhy_chiehan/status/1117311829783367680Â â€¦"
674,negatif,Bukan hanya ekonomi aja Pak....namun kehidupan kami buruh #8300korbanphkilegalfreeport #korbanphksepihakfreeport masih menunggu realisasi janji bapak tgl 13 Februari 2019 dihadapan perwakilan kami di istana....kami sangat berharap Pak....
675,negatif,Apakah pak @jokowi atau pak @prabowo bisa menurunkan harga aqua di cgv yang 10rb itu? Hmmmmmmmmm
676,negatif,Bajingan tengik.   Yg disembah2 mau lengser.  Jokowi org dableg.  Fokus itu kpd ekonomi dan pertahanan indonesia.  Bukan soal mobile legend.
677,negatif,"Ini bukan masalah pilihan, usaha peningkatan ekonomi bawah akan sia2 jika pondasi ekonomi bangsa ini carut marut, arah kebijakan bukan utk rakyat & pbh menguntungkan kapitalis"
678,positif,"Pak, saya sudah tidak ragu dengan semua kebijakan bapak. Infrastruktur, ekonomi, pendidikan dan lainya dan saya juga tidak ragu memilih bapak lagi, tapi mohon adakan program perjodohan (mana ada yang mau sama saya) atau paling nggak pernikahan trans dimensi."
679,netral,"Yg menjadi hak penuh pejabat ya memang gajinya boss, kalau tunjangan sudah ada peruntukannya ga bisa dipakai sembarangan,"
680,netral,Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih  https://kumparan.com/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8XjqeÂ â€¦  Bismillah #BeraniPilih02 #PrabowoSandiOKBanget
681,positif,"Jangankan di singapore ci, pas w ke yurop aja ditanya asalnya dari mana dan kite jawab from Indonesia mereka responnya langsung ""Oohhh!!! Jokowi... jokowi..."" Pak Jokowi itu dikenal dan dihargai di LN"
682,netral,"BPN: Prabowo-Sandi akan bangun 1,5 juta rumah untuk pulihkan ekonomi  https://aceh.antaranews.com/berita/71704/bpn-prabowo-sandi-akan-bangun-15-juta-rumah-untuk-pulihkan-ekonomiÂ â€¦"
683,positif,Hanya di Era Presiden Jokowi Ekonomi Indonesia sangat maju!  #2019TetapJokowi #01IndonesiaMaju pic.twitter.com/RWxGLlfFb9
684,netral,Langsung  tanyakan pada kubu oposisi bang  mungkin mereka  bisa  jawab..  Krn yg aq tau Presiden  Jokowi  dalm pemerintahanya  kebijakan2 yg di ambil  berpihak  pada rakyat.. Misalnya  BBM satu harga..
685,negatif,"Jam tangan harga 90rb, ganti talinya doang 50rb. Gimana sih pak Jokowi ini."
686,netral,"Membangun dan merevitalisasi pasar rakyat, menjaga stabilitas harga dan ketersediaan stok bahan pokok serta menyerap produksi dalam negeri, serta meningkatkan ekspor adalah tiga mandat dari Presiden Jokowi #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1106134548151037953/photo/1 pic.twitter.com/Y6fzyncPjHÂ "
687,positif,"Pencapaian perekonomian Indonesia lebih baik dibandingkan dengan sejumlah negara berkembang. Pasalnya, pertumbuhan ekonomi Indonesia era pemerintahan Jokowi-Jusuf Kalla dinilai cukup  https://pnews.id/nasional/potret-wajah-ekonomi-indonesia-yang-terbukti-maju-di-tangan-jokowi/Â â€¦"
688,positif,Jokowi Terus Fokus Bangun Infrastruktur Sebagai Kunci Pemerataan Ekonomi  http://akurat.co/ekonomi/id-590830-read-jokowi-terus-fokus-bangun-infrastruktur-sebagai-kunci-pemerataan-ekonomiÂ â€¦
689,negatif,"Klo udah gagal naekin ekonomi bilang aja gagal & minta maaf jangan alesan ngalor ngidul, contoh dong prabowo klo salah & bikin gaduh dia minta maaf, apa susahnya nyebut 13 huruf SAYA MINTA MAAF, ekonomi 5 % jauh dibawah zaman SBY 7%, #UASdifitnahKejiDanBrutal"
690,netral,"Komitmen Tak akan Ambil Gaji jika Terpilih, Mau Dikemanakan Gaji Prabowo-Sandi?  http://dlvr.it/R2nHB5Â  pic.twitter.com/F1MwxQVmL9"
691,netral,Prabowo - Sandiaga Janji Tak Ambil Gaji Kalau Jadi Presiden dan Wapres  http://dlvr.it/R2nHByÂ 
692,positif,ga boleh suuzon mba hehe hargai dong hasil kerja pak Jokowi yg sdh membangun negri ini. kalau benci emang jadi susah ya hargai kerja keras orang lain ðŸ˜
693,negatif,"Gw penasaran siapa yg angkat isu soal ESport ke jokowi, ini orang kejam banget memberikan isu soal ini, coba pikir apa dampaknya buat ekonomi, emak2, kesejahteraan.....gak ada, ZERO  Let me said to those whistleblower ...youre fakiiingggg idiot bruh"
694,negatif,"Ya udah lu urusin aja esprot sm jkw, biar prabowo yg ngurusin ketahanan pangan rakyat Indonesia, sejarah mencatat presiden RI dgn penduduk 250juta mikirin mobile legend ketimbang harga2 sembako yg mahal & bahan2 pangan yg import dinegara kaya maritim #UASdifitnahKejiDanBrutal"
695,negatif,Gkgkgkkk!!! Prabowo gk dpt gaji pun santai ajja dy!!! Lahh ambisi'nya buat hidupkan lg perusahaan kroni'nya!!!
696,positif,"Seperti banyak orang bilang ' Suara Saya Berharga' dalam demokrasi. Makanya saya akan terus bersuara ingatkan janji2 Jokowi sejak 2014& tetap bersuara di pilpres 2019 ini. Suara warga negara bukan sedekah. Suara warga negara adalah kesepakatan politik, bukan sekedar nyoblos! ðŸ˜ŠðŸ˜"
697,negatif,"Gaji & tunjangan dong... Struktur gaji pejabat di Indonesia kan ajaib, minim banget. Tp tunggangan & fasilitas bejibun. Gmn pak @prabowo & @sandiuno, juga wan gabener @aniesbaswedan, berani ngga melepas tunjangan ke rakyat?  #JokowiMenangTotalDebat"
698,positif,Pak Prabowo dan bang sandi janji ga akan ambil gaji.  Yuk kita hitung.. Gambar dibawah Tinggal di kali 5 tahun. Berapa M tuh?   #UASdifitnahKejiDanBrutal pic.twitter.com/kgeWk6XhOG
699,netral,Jokowi : Diprediksi tahun 2045 indonesia menjadi negara dengan ekonomi terkuat nomor 4 didunia  me : diprediksi indonesia menjadi negara dengan penebar berita hoax nomor 1 didunia
700,positif,"Yg ada malah coblos 02 Prabowo Sandi dapat pahala sedekah 5 tahun,,karena gaji pak prabowo dan sandi akan biberikan kwpada anak yatim dan dhuafa"
701,negatif,"Setelah gagal mewujudkan pertumbuhan ekonomi sebesar 7%,bapak sekarang mengaku tak masalah ya? bila CEO membuat target pertumbuhan 7 persen tapi hanya tercapai 5%,ya meminta maaf dong,bukan minta dua periode."
702,negatif,"Pak Jokowi, tolong kondisikan harga Pringles Original yang ga turun2.  Saya sedih"
703,positif,Teman sejati adalah AMAL . Seperti yg mas bilang memilih prabowo sandi adalah amal krna gaji beliau untuk amal..
704,positif,"Kalo pa prabowo bisa membuat harga pangan murah dan UMR naik, saya tak menyesal jika anda nanti terpilih."
705,negatif,"Kebalik,  prabowo yg kasian ga paham ekonomi."
706,netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.voaindonesia.com/a/bila-menang-pilpres-prabowo-sandi-janji-tidak-ambil-gaji/4874961.html?nocache=1Â â€¦"
707,positif,"Satu poin, pak Jokowi bukan penghianat bangsa yg nimbun harta di luar demi menghindari pajak lalu bicara di podium yg ekonomi makro mikro aja gak ngeh, gebrak2 teriak bajingan katanya 1% elit itu bajingan dan dia sama pasangannya bagian dari 1% itu, saya mau mandi Udah ya mbulet"
708,positif,Saya menghargai perbedaan kalian.  Dn insyaAllah. Saya yakin seyakin2ny saya tetap memilih no urut (01)bpk. Presiden jokowi dodo & K.H ma'ruf Amin..   amin ya robalalamin.ðŸ˜šðŸ˜šðŸ˜™ðŸ˜™
709,netral,Capres Jokowi Tegaskan Bahwa Pancasila Harga Mati  http://bit.ly/2IimJWCÂ  #kilaspembaruan
710,netral,"Arah Pembangunan Ekonomi Salah, Prabowo-Sandi Ingin Referendum Ekonomi  https://ekbis.sindonews.com/read/1395738/33/arah-pembangunan-ekonomi-salah-prabowo-sandi-ingin-referendum-ekonomi-1555233172?utm_source=dlvr.it&utm_medium=referralÂ â€¦"
711,positif,"Pa sandi sama pa prabowo itu pembisnis bro walaupun gaji presiden ga di ambil kan mereka punya bisnis sedangkan anda bagaimana boleh fanatik tapi tidak boleh memfitnah orang lain , kalo ga percaya search di google harta pa prabowo sama pa sandi"
